Time (s),Induced Drag in Wind Axes (N),Crosswind Force in Wind Axes (N),Lift in Wind Axes (N),Induced Drag Coefficient in Wind Axes,Crosswind Force Coefficient in Wind Axes,Lift Coefficient in Wind Axes,Rolling Moment in Wind Axes Relative to the CG (N*m),Pitching Moment in Wind Axes Relative to the CG (N*m),Yawing Moment in Wind Axes Relative to the CG (N*m),Rolling Moment Coefficient in Wind Axes Relative to the CG,Pitching Moment Coefficient in Wind Axes Relative to the CG,Yawing Moment Coefficient in Wind Axes Relative to the CG
1.5633199999999998,6.2106543209125,4.735477447536632e-14,414.6303178449461,0.0060013396160538334,4.575879921562851e-17,0.4006562310385146,4.666270771571714e-12,2.4062438256048773,5.844327701858542e-13,4.509005685016606e-16,0.0023251473436321913,5.647359127405325e-17
1.5762399999999999,6.2079723881846505,-3.5257377757866603e-13,414.669755733391,0.0059963377297804635,-3.4055426036526e-16,0.4005333378150043,-1.4321324872746814e-11,2.3898889287355027,-1.2375243923794183e-12,-1.3833099650755218e-15,0.0023084157366157192,-1.1953362131042438e-16
1.58916,6.205325385565949,-9.094439459753379e-14,414.7091919676941,0.0059913587738287125,-8.780852939152996e-17,0.4004095517154655,3.3162828198153544e-12,2.3750871814799224,-6.518468877347482e-13,3.2019336512497826e-16,0.0022931914991062177,-6.293704725149286e-17
1.60208,6.20271192452595,3.5828376374864995e-13,414.7486384131305,0.005986401531948757,3.457891480815798e-16,0.4002848938627407,4.984157650507178e-12,2.3617589476124805,1.024410388142347e-12,4.810342533641144e-16,0.0022793961019174037,9.886855929373592e-17
1.615,6.2001307269942,6.744677965873412e-13,414.78810654781205,0.0059814648954303225,6.506807075568288e-16,0.4001593849555087,-1.1023954156183256e-13,2.3498283843366976,3.81990555660188e-12,-1.0635162014722635e-17,0.00226695478048569,3.6851853608819485e-16
1.6279199999999998,6.1975805909899755,-5.580490302452932e-13,414.8276084306689,0.005976547829826779,-5.381465673069519e-16,0.4000330462056201,7.285460630292583e-12,2.3392210655486227,-3.5588553640666657e-12,7.025629320990948e-16,0.002255794237369737,-3.431931056080466e-16
1.6408399999999999,6.195060251204307,-4.136937899034475e-13,414.86715334573626,0.005971649240447674,-3.98774847391451e-16,0.3999058961020024,8.554916003467593e-12,2.3298669488995447,-2.8983105701299886e-12,8.246402065947574e-16,0.002245845501346888,-2.793789473045663e-16
1.65376,6.1925687822018745,-1.1998912062379703e-13,414.90675115446743,0.005966768361135202,-1.1561394209721482e-16,0.3997779536539297,-1.9800345769364555e-12,2.321705523149832,-5.779732873266711e-13,-1.9078363249793974e-16,0.0022370488801381674,-5.568985740318036e-17
1.66668,6.190104978664184,1.0431427407356003e-14,414.9464116386751,0.005961904156648772,1.0046868451190055e-17,0.39964923775314826,1.4068731304581331e-11,2.314671364526683,-5.582403559760659e-13,1.3550081611323262e-15,0.002229340031713891,-5.376605905997111e-17
1.6796,6.18766784881921,-1.1765133177218154e-12,414.98614144306237,0.005957055798364785,-1.1326651094443558e-15,0.3995197642349488,7.796936105231908e-13,2.3087052528380783,-6.453327068286264e-12,7.506347232910198e-17,0.0022226606775214695,-6.212813998769366e-16
