Time (s),X Position of the First Airplane's CG in Earth Axes Relative to the Earth Origin (m),Y Position of the First Airplane's CG in Earth Axes Relative to the Earth Origin (m),Z Position of the First Airplane's CG in Earth Axes Relative to the Earth Origin (m),X Velocity of the First Airplane's CG in Earth Axes Observed from the Earth Frame (m/s),Y Velocity of the First Airplane's CG in Earth Axes Observed from the Earth Frame (m/s),Z Velocity of the First Airplane's CG in Earth Axes Observed from the Earth Frame (m/s),"Roll Angle of the First Airplane's Body Axes Relative to Earth Axes Using an Intrinsic zy'x"" Sequence (deg)","Pitch Angle of the First Airplane's Body Axes Relative to Earth Axes Using an Intrinsic zy'x"" Sequence (deg)","Yaw Angle of the First Airplane's Body Axes Relative to Earth Axes Using an Intrinsic zy'x"" Sequence (deg)",Roll Rate in the First Airplane's Body Axes Observed from the Earth Frame (deg/s),Pitch Rate in the First Airplane's Body Axes Observed from the Earth Frame (deg/s),Yaw Rate in the First Airplane's Body Axes Observed from the Earth Frame (deg/s),Angle of Attack (deg),Sideslip Angle (deg)
0.16796,2.1654606164556083,-8.475088608853055e-19,0.0064403663001738895,12.877880971663224,-1.0190732942819784e-17,0.10501500137980269,-2.8955939215010437e-16,3.24393246995417,-6.41011550891181e-18,-5.938579386377851e-15,-1.0863443206743326,-3.3550076629761815e-16,3.711150874177026,-5.779217248557515e-17
0.18087999999999999,2.3318290257564067,-9.441466440776633e-19,0.007838841671921374,12.875742759110532,-4.768676220083888e-18,0.11146725430866189,-3.7931759908653044e-16,3.2290291839225227,-1.2484973114504934e-17,-7.902778672920737e-15,-1.2206659009429084,-6.168927900644225e-16,3.7250350300905977,-3.344913623320207e-17
0.1938,2.498170582024627,-9.41648434462359e-19,0.009315238987108215,12.873724155474706,5.155395974774949e-18,0.11707722172645252,-4.724330542166155e-16,3.2123939196002667,-2.0874159412093784e-17,-6.438422505558263e-15,-1.3544524151959154,-6.988813316610989e-16,3.733443281774179,1.3082337022744309e-17
0.20672,2.664486792465508,-9.861966164603358e-19,0.010859560053332211,12.871819256426377,-1.2051399380034514e-17,0.1219817668531138,-5.138871934933116e-16,3.194031308025334,-2.355238575122635e-17,4.4487190331293055e-17,-1.4880571165273524,2.604565069657074e-16,3.7369872856378623,-6.37189932906847e-17
0.21963999999999997,2.8307790903748127,-1.0491701137925e-18,0.012463462246046138,12.870022525199769,2.3031799787707322e-18,0.12630030632241673,-4.711425091465517e-16,3.173940007691077,-1.850206897130424e-17,6.528932865786161e-15,-1.6220512943483854,4.934344026582077e-16,3.736195605854851,-1.95090717744418e-18
0.23256,2.9970488404259976,-9.818510916633856e-19,0.014120033063939623,12.868328875912452,8.117721279606107e-18,0.13013480480660544,-4.024934142747265e-16,3.1521095077951116,-1.4778185130982523e-17,4.065906893149224e-15,-1.757283054872388,5.641876406036517e-17,3.731510375845287,2.4777257956903783e-17
0.24547999999999998,3.163297345225954,-8.88066085946244e-19,0.015823566498627317,12.8667337866195,6.4000814629854655e-18,0.13357006124412119,-3.4659133753325757e-16,3.128515808005556,-1.357453063237111e-17,4.577427966182771e-15,-1.8949924543467638,1.0576150418032953e-16,3.723284147218559,1.9606422848389837e-17
0.25839999999999996,3.3295258535822327,-7.986023511374797e-19,0.01756932684143399,12.86523345119451,7.448793894408395e-18,0.13667147789003897,-3.144780691719513e-16,3.1031155544833338,-1.4434883870302758e-17,4.0090398762702025e-16,-2.036935335470789,-2.6141259536770386e-16,3.7117639972009644,2.7304514887571123e-17
0.27132,3.4957355720812364,-7.362007869524772e-19,0.019353285755304647,12.863825139982566,2.2108909639511198e-18,0.13948315274009326,-2.6420048611341504e-16,3.0758380872547555,-1.2231563890522298e-17,7.363673775807074e-15,-2.1855828113679427,5.80672960575115e-16,3.6970749819555406,5.052132776100102e-18
0.28424,3.661927684411854,-7.967467892455605e-19,0.02117185422614199,12.862508038131589,-1.1583337139350995e-17,0.14202899444835004,-1.741596676755029e-16,3.0465755745325063,-2.68016318402164e-18,6.495553869750591e-15,-2.3442179196303154,8.785343016236007e-16,3.6792151200030854,-6.021457557649841e-17
0.29716,3.8281033869145347,-9.932199615743362e-19,0.02302179310978204,12.86128491893977,-1.883046662671335e-17,0.14433925379314372,-1.038593481980663e-16,3.0151787146989304,8.631032679231874e-18,4.2944080861198305e-15,-2.51597710104713,8.58234000603421e-16,3.6581691261335134,-9.934213948444475e-17
0.31007999999999997,3.9942639385288023,-1.1973152777053772e-18,0.02490135055492677,12.86016269936795,-1.2763235560754308e-17,0.14661391108994126,-6.208020628817547e-17,2.981504700303,1.695073790626451e-17,2.105677766448374e-15,-2.6967186258768954,4.2035142486918024e-16,3.6346841821328715,-7.79021335680654e-17
0.32299999999999995,4.16041065945746,-1.371304915284623e-18,0.026817376404689737,12.859143945935049,-1.4170144869469515e-17,0.14998451766593612,-5.923942346034622e-17,2.945726215524,2.0236898433987163e-17,-1.692291968697172e-15,-2.841746510191304,8.177182489517365e-17,3.613973669236791,-8.727601365776764e-17
0.33592,4.326544752686702,-1.5814359223164756e-18,0.028794954921431717,12.858207947136473,-1.835787479490396e-17,0.15614218771207933,7.54397431625635e-18,2.9087838835170756,2.9045124333938996e-17,1.1960711557273081e-14,-2.8768807354625845,1.2773329186059625e-15,3.604514477559556,-1.1058355389303635e-16
0.34884,4.492667458833971,-1.8706949296961766e-18,0.030856210943755975,12.85738123974726,-2.6419061331984726e-17,0.16293769190467877,2.0143143681186194e-17,2.871576891338909,3.372691371003958e-17,-1.0047193098467094e-14,-2.8827155769470103,-5.518854847614646e-16,3.597630057560912,-1.5047742346107738e-16
0.36175999999999997,4.658780070384524,-2.2193616912896555e-18,0.03300924274931619,12.85664531606591,-2.755412157722251e-17,0.17034896530278487,-6.113729808753308e-17,2.834498621260963,3.175502714194638e-17,-2.5192323145676428e-15,-2.856954713756818,2.4456289160507033e-16,3.593616214349684,-1.586807601069944e-16
0.37467999999999996,4.824883841443089,-2.6713138719250566e-18,0.03525892960195793,12.856012742535494,-4.240751629203461e-17,0.17789977349624664,-1.2798737840306002e-16,2.797848529523255,3.446822001013243e-17,-7.849805608458487e-15,-2.8164341001297775,1.6573066253059408e-16,3.590649211597323,-2.3191649180046114e-16
0.3876,4.990979983769184,-3.221754144604907e-18,0.037605736427794384,12.855464397726845,-4.2799956259025846e-17,0.1853830168809132,-1.845564146501975e-16,2.761762759342741,4.104335901276276e-17,-9.560896748220604e-16,-2.7695984355534327,8.355807881100509e-16,3.5879428144821124,-2.438027574886035e-16
0.40052,5.157069515496323,-3.797385967241913e-18,0.04005139781179246,12.854989430003675,-4.630713702843648e-17,0.19320233667916065,-1.700644127770809e-16,2.726454336388231,5.50760452332724e-17,3.0953312717595877e-15,-2.696101712203571,1.3173941846758473e-15,3.5875087291002954,-2.72617012840562e-16
0.41344,5.323153585993374,-4.157005725485687e-18,0.04259595052338289,12.8546190060724,-9.361556198153802e-18,0.20069127192616965,-7.501105666227788e-17,2.6920734775370048,7.119423775420836e-17,1.1500858292684565e-14,-2.6260126610512935,1.1635781270358749e-15,3.5865246266717983,-1.1783008157017847e-16
0.42635999999999996,5.489233552410563,-4.3053347579625525e-18,0.04523485448704229,12.854354123523384,-1.3599594340060744e-17,0.20780779365578061,1.432621879859916e-16,2.658556954744909,9.366312918296357e-17,2.2124696221821787e-14,-2.562303560635396,2.3139451172439607e-15,3.584739034192309,-1.455879461874429e-16
0.43927999999999995,5.655310681742599,-4.682582192199556e-18,0.047964177990551755,12.85417982880423,-4.47978413003423e-17,0.2146881047202971,3.295819490374293e-16,2.6258571144013465,1.1877707662129069e-16,6.5380440829683945e-15,-2.4995912293896536,1.590598894728166e-15,3.582711530857539,-2.9840084458817464e-16
0.4522,5.821386097349899,-5.207524849683681e-18,0.05078113075002436,12.854088841056495,-3.6462631994414016e-17,0.22137269395967252,4.301316898467979e-16,2.5939707428688394,1.4029216381351567e-16,8.875817476879775e-15,-2.436379596075763,1.7688875863631931e-15,3.580619229768603,-2.764523770521842e-16
0.46512,5.987460846376312,-5.6122501706747965e-18,0.05368323209596121,12.854076642908268,-2.6188346487182804e-17,0.22786900045779568,5.9420206468297425e-16,2.5629050884487414,1.678771799593538e-16,1.6329928009938213e-14,-2.372545236756959,2.5399063006269722e-15,3.57850231704655,-2.479601653029626e-16
0.47803999999999996,6.15353592408361,-5.9452392866504024e-18,0.05666803633617075,12.85413972045067,-2.5357956295418715e-17,0.2341749995746415,7.257410064329195e-16,2.5326662697585665,1.9454125646809359e-16,3.848572660731018e-15,-2.308386449028601,1.6376148141143138e-15,3.5763576702170425,-2.6276120376889197e-16
0.49095999999999995,6.319612283250009,-5.9127458446865066e-18,0.05973305522866487,12.854275011189907,3.038790087187322e-17,0.24028612929441862,6.327622437951721e-16,2.5032557440474186,1.9239104429527704e-16,-1.8226661802115293e-14,-2.244326509353377,-1.91636149976027e-15,3.5741662249615422,-1.7519466053726236e-17
0.50388,6.485690838449171,-5.564173724178149e-18,0.06287574773568157,12.85447966360314,2.357063171455985e-17,0.2461987789124993,5.303829416205088e-16,2.4746695609162814,1.8087537524784808e-16,2.4556781666794076e-15,-2.1807792385006692,1.7989771856975795e-16,3.571907788885365,-4.2840740866411047e-17
0.5167999999999999,6.6517724682441015,-5.6700783567388445e-18,0.0660935377675087,12.854750954807054,-3.996453768370774e-17,0.25191113313504476,5.403509720967925e-16,2.446898747882285,1.9402221066459768e-16,-1.0002584646571532e-15,-2.1181082280623253,1.893878302043874e-15,3.5695651910184725,-3.390948267826077e-16
0.52972,6.81785801673691,-5.989096326174675e-18,0.06938383617037713,12.855086273181902,-9.419048916266e-18,0.25742298495604343,4.508708184147364e-16,2.419929953349448,2.064271970775406e-16,-1.2931953887104243e-14,-2.0566277677328344,6.083341133513283e-17,3.567124088341587,-2.2073403011782981e-16
0.54264,6.9839482949788225,-6.138708593575977e-18,0.07274405861080173,12.855483114111143,-1.374074479910577e-17,0.26273528755550346,4.039944147553699e-16,2.3937460460046376,2.1906397547510852e-16,5.5933292578856885e-15,-1.9966086633523805,1.9236130677894736e-15,3.5645715648157816,-2.5562360561289517e-16
0.5555599999999999,7.1500440821935385,-6.335615375714131e-18,0.07617164562475563,12.855939055349586,-1.6740181228472263e-17,0.26785093751476086,3.9534121581759616e-16,2.3683266490545365,2.3460139444704997e-16,-7.032949614696192e-15,-1.9382825053939285,5.072428920791541e-16,3.561900152731321,-2.851306957636601e-16
0.56848,7.316146126918342,-6.3989686550305754e-18,0.07966407807051329,12.856451768923522,6.9331720463601544e-18,0.2727732800947833,2.998949276555216e-16,2.3436485773083207,2.3849286357048887e-16,-7.766691122889732e-15,-1.88185243984075,1.1763130531355216e-16,3.559101605090463,-1.89296121805849e-16
0.5813999999999999,7.482255148126056,-6.436233476827507e-18,0.08321888483947376,12.85701900626434,-1.2701720312138979e-17,0.277506405502814,1.870852003569302e-16,2.3196861610207424,2.424799283668278e-16,-9.721310916358625e-15,-1.8274999266575198,5.148135981885932e-16,3.5561685368142366,-2.879641429445603e-16
0.59432,7.648371836230502,-6.8554411941956206e-18,0.08683365113130236,12.85763859504314,-5.219111519376089e-17,0.28205493998148934,-5.581405579068082e-17,2.296411474343293,2.4695092501905053e-16,-2.7906878247996653e-14,-1.775392747870137,1.8090068622983873e-16,3.5530937190220726,-4.837968362051797e-16
0.60724,7.814496854125651,-7.603415236425853e-18,0.09050602463878799,12.85830844754962,-6.359434025983554e-17,0.2864239311463166,-3.5537817721756413e-16,2.273794482340138,2.5950113703147206e-16,-1.8542139598611588e-14,-1.725689605559462,1.747594658961174e-15,3.549869710858799,-5.658284285784531e-16
0.6201599999999999,7.980630838508452,-7.874481319149694e-18,0.09423372158911336,12.859026596227489,2.1633646339736246e-17,0.2906189404210783,-4.85137840598512e-16,2.2518031838001193,2.778118041465977e-16,-1.656306147060863e-15,-1.678536174629131,1.0598736342652618e-15,3.5464894068485755,-2.1178820149958454e-16
0.63308,8.146774401828047,-7.594750073259733e-18,0.09801453692842496,12.859791255103003,2.1668404107626332e-17,0.29464659198009907,-2.7655776229530683e-16,2.2304039366192883,3.111113687112853e-16,3.374189863465489e-14,-1.6340407883477805,4.0690053137986e-15,3.542948796633449,-2.320470761385535e-16
0.6459999999999999,8.312928134855717,-7.443688588366088e-18,0.10184636423670414,12.860600854443506,1.7157266808636352e-18,0.29851553004454173,6.461151142513372e-18,2.209562229419538,3.565652767968616e-16,9.796072931150036e-15,-1.5922296760097845,2.9547258407427245e-15,3.5392519904807793,-3.4909446756473694e-16
0.65892,8.479092609139057,-7.494137788275099e-18,0.10572722470171145,12.8614539881789,-9.525200350989047e-18,0.3022368639194377,-4.663475550791692e-16,2.1892439203629763,3.4304276226610244e-16,-8.290542496370525e-14,-1.553019403953353,-5.059261496729652e-15,3.535414438060609,-4.149168416746879e-16
0.67184,8.645268378695997,-7.956749436578645e-18,0.10965529278738413,12.862349348808756,-6.208650991271776e-17,0.3058232112620915,-1.3263487255639975e-15,2.169416464983667,3.0479310047515513e-16,-4.9995446539817424e-14,-1.5162461346394291,-9.0646547465751e-16,3.5314598961362256,-6.641550416588503e-16
0.6847599999999999,8.81145598112269,-8.182087316202271e-18,0.11362890750295696,12.863285701762718,2.7204485203178112e-17,0.3092874258234849,-1.6924675499685607e-15,2.1500496698786735,3.043493825099741e-16,-6.6767511396868254e-15,-1.481709763966319,7.593221741285914e-16,3.527415515673385,-2.877981804412821e-16
0.69768,8.97765593846262,-7.882357379276205e-18,0.11764657042410477,12.864261874078032,1.919333785039249e-17,0.31264181893623905,-1.9678469571235126e-15,2.1311159849315437,2.9824333694597666e-16,-3.591730277482744e-14,-1.4492012185615113,-1.797028666189837e-15,3.523308666785356,-3.3426087532433185e-16
0.7106,9.143868757977767,-7.671889184739e-18,0.12170693675799668,12.86527675055781,1.3386878022239837e-17,0.31589786123278646,-2.6640860152098968e-15,2.1125905534459366,2.554181590132761e-16,-7.161388660588732e-14,-1.4185126336996816,-4.943864439720013e-15,3.51916566027077,-3.5994719980984155e-16
0.7235199999999999,9.310094932812158,-7.843911307413652e-18,0.12580880393046048,12.866329260957786,-4.001568958178361e-17,0.3190660973529411,-3.553289787619381e-15,2.0944511724064356,2.0993988598897757e-16,-6.577499094220273e-14,-1.3894410875851968,-2.2440072213705607e-15,3.515011329159402,-6.070110165477941e-16
0.73644,9.47633494258626,-8.208787495687382e-18,0.12995109732509444,12.867418382092126,-1.6466692503933017e-17,0.322155790361294,-4.481335804457441e-15,2.0766781155305,1.7133809200211405e-16,-7.766750042088166e-14,-1.361806106832112,-3.920223944293321e-15,3.510867269159778,-5.199873026018104e-16
0.7493599999999999,9.642589254118038,-8.21381594419134e-18,0.13413285216219054,12.86854315533498,1.5688294902701034e-17,0.32517467977742187,-5.195205404098403e-15,2.059253754491174,1.4256403897189435e-16,-3.2677909766812575e-14,-1.3354634038995918,-7.588996519261127e-16,3.506750382254762,-3.9119353026163593e-16
0.76228,9.80885832226342,-7.695356235008321e-18,0.13835319538295357,12.869702687603468,6.456862602346293e-17,0.32812922436546416,-5.452541492270932e-15,2.04216213007066,1.4200955943926292e-16,-7.154920540222996e-15,-1.3102988902975943,4.2773088220662015e-16,3.5026735296957514,-1.8807295103882896e-16
0.7752,9.975142590717796,-7.718255254841698e-18,0.14261133125624162,12.870896144343318,-6.811336593575045e-17,0.3310249355862444,-5.915594251050295e-15,2.025388627710084,1.3039659106294412e-16,-6.446174246471305e-14,-1.2862185029803788,-2.4815954941787764e-15,3.4986466932819975,-7.95947498359231e-16
0.7881199999999999,10.141442492723561,-8.810657947827274e-18,0.14690653061645953,12.872122741997943,-1.0098921811774444e-16,0.3338666062431529,-6.411828731056079e-15,2.0089197642907983,1.3600540027518365e-16,-1.2384331838017576e-14,-1.2631411594478554,3.0745933718373086e-15,3.49467778110075,-9.779838320887393e-16
0.80104,10.307758451703856,-1.0338672012234758e-17,0.15123812232429598,12.87338174411595,-1.355454667750551e-16,0.3366584259296719,-6.598571988964325e-15,1.992743037644456,1.7822903533721535e-16,-1.675177167924714e-14,-1.2409960923078192,3.173804379409367e-15,3.490772991683917,-1.1852079850534536e-15
0.8139599999999999,10.474090881850158,-1.2566506556171612e-17,0.15560548596403662,12.874672458097802,-2.0932056169814223e-16,0.3394040570023127,-6.9207161370669884e-15,1.97684680125227,2.2181808883524628e-16,-3.334930264853062e-14,-1.219721615460943,3.2793681187432837e-15,3.486937027561371,-1.5767945344387398e-15
0.82688,10.64044018865175,-1.5600464753098597e-17,0.16000804557845885,12.8759942294552,-2.60332409962382e-16,0.34210671922403835,-7.761231525731539e-15,1.9612201616094724,2.3512629206083913e-16,-9.68317753843265e-14,-1.1992628493683466,-1.530461352120361e-15,3.4831733702432617,-1.8680531261464826e-15
0.8398,10.806806769354658,-1.8555317894549018e-17,0.164445264447789,12.877346436629697,-1.9707519707328679e-16,0.34476926674038333,-9.039071175494273e-15,1.945852903965575,2.050914810267659e-16,-1.0081702717225996e-13,-1.1795696032473169,-3.465391251827467e-15,3.4794845492995834,-1.6331619286275135e-15
0.8527199999999999,10.97319101337433,-2.129494000428535e-17,0.16891664057753247,12.878728489015982,-2.270149127930183e-16,0.34739422083600396,-1.0381501960123127e-14,1.9307354336560514,1.5773778057562224e-16,-1.0674191777370346e-13,-1.160596079341522,-4.257287594375214e-15,3.4758722299375875,-1.7999959956721454e-15
0.86564,11.13959330268497,-2.4413763303263813e-17,0.1734217025710003,12.880139825324774,-2.5577507156897274e-16,0.3499837967286778,-1.1783170982272877e-14,1.9158587196080417,1.0902131494250743e-16,-1.099816122561077e-13,-1.142300832115042,-3.725105165967166e-15,3.472337276186688,-1.9636182813252217e-15
0.8785599999999999,11.306014012186909,-2.807758778400876e-17,0.1779600059021216,12.881579911817425,-3.1138042080640637e-16,0.35253993873901385,-1.3266743091377319e-14,1.9012142394036975,6.57054147983026e-17,-1.1945002503725794e-13,-1.1246465679382898,-3.4718886301655247e-15,3.4688798528688336,-2.2570046402225066e-15
0.8914799999999999,11.47245351004954,-3.266988002837359e-17,0.18253112954755796,12.883048240292847,-3.9950073157204995e-16,0.3550643407402967,-1.463540381043414e-14,1.8867939274061636,4.945190288084581e-17,-9.233352880277931e-14,-1.1075998713083868,4.137413456006969e-16,3.4654994651969107,-2.7151278805861524e-15
0.9044,11.63891215802785,-3.8024030855533107e-17,0.18713467294567673,12.88454432600895,-4.2931518594490323e-16,0.3575584763059517,-1.543915340809346e-14,1.8725901266530827,9.968917826923348e-17,-3.2340938612033706e-14,-1.0911308954224948,6.781985964352888e-15,3.4621950452308896,-2.9457670590880495e-15
0.9173199999999999,11.805390311753913,-4.4076626715027485e-17,0.19177025334491377,12.886067705889209,-5.076191576300777e-16,0.36002362883910083,-1.593408730540095e-14,1.8585955446749642,1.8532805628293965e-16,-4.470606380061576e-14,-1.0752130640385242,5.8752000699377215e-15,3.458965042095807,-3.4089925830921116e-15
0.93024,11.971888321005428,-5.050189888757939e-17,0.1964375034525956,12.887617936760345,-4.870050176875545e-16,0.362460907953755,-1.6519142613682352e-14,1.8448032121049482,2.5657069880768675e-16,-4.6215989537853046e-14,-1.0598229375118744,4.5425982360820115e-15,3.4558074538557575,-3.4227162813017913e-15
0.9431599999999999,12.1384065299517,-5.672873854833433e-17,0.20113606935684866,12.889194593622248,-4.769020505407651e-16,0.3648712753671499,-1.7518083421816357e-14,1.831206444454167,2.72900282979656e-16,-1.08500069488109e-13,-1.0449398567267305,-2.641257513123281e-15,3.452719904778709,-3.4531864637059714e-15
0.9560799999999999,12.304945277379202,-6.395588912125644e-17,0.2058656087845013,12.890797268220235,-6.418519081159084e-16,0.3672555710187068,-1.9097324725169362e-14,1.8177988084252406,2.496719979642208e-16,-1.3584986017874883e-13,-1.0305455966674744,-1.6162259628582905e-15,3.449699728052451,-4.2581000761145456e-15
0.969,12.471504896902935,-7.238223290589113e-17,0.21062578959555683,12.892425568270975,-6.625356746448804e-16,0.3696145235719312,-2.0640487372078794e-14,1.8045740905882475,2.492684854026845e-16,-1.0302706656266322e-13,-1.0166243471395036,8.438338215522835e-16,3.4467439813688134,-4.4413154454782195e-15
0.9819199999999999,12.638085717165039,-8.098128620299129e-17,0.2154162885310084,12.894079116265255,-6.685871267638137e-16,0.3719487791295466,-2.159368848215037e-14,1.7915262703166217,2.946657493217966e-16,-4.474807838453231e-14,-1.0031620726168884,5.43600542561182e-15,3.443849547671847,-4.5696155078225036e-15
0.99484,12.804688062020478,-8.963273398919203e-17,0.2202367902832527,12.895757548663326,-6.706462766728341e-16,0.37425892245625897,-2.2643435369367652e-14,1.7786494999388354,3.202263493955799e-16,-1.1787519302150654e-13,-0.9901460353995056,-2.2502156452977695e-15,3.441013209727136,-4.666007161467356e-15
1.00776,12.971312250713199,-9.841286351665371e-17,0.2250869868204278,12.89746051522529,-6.885069009528127e-16,0.37654549506310864,-2.4513836675431418e-14,1.765938090730184,2.5593497265794947e-16,-1.7135249013384724e-13,-0.9775643684165368,-8.507460821333479e-15,3.4382317165208036,-4.791932000452932e-15
1.02068,13.13795859804334,-1.084129560470392e-16,0.22996657693431088,12.899187678295053,-8.594950387353441e-16,0.37880901172993725,-2.6441463781393533e-14,1.7533865044370933,1.9399995575833453e-16,-1.2674725620324887e-13,-0.9654056459938016,-1.9397756166810998e-15,3.435501848210054,-5.604561408410574e-15
1.0335999999999999,13.304627414525415,-1.1906260186234737e-16,0.23487526597741543,12.900938712118997,-7.890569450584917e-16,0.38104997327076456,-2.7801606923667944e-14,1.7409893499248343,1.8139287820981248e-16,-8.374161439354072e-14,-0.9536585199905177,-9.1886651706429e-16,3.4328204694684934,-5.358478272871708e-15
1.04652,13.471319006538486,-1.3039835169826465e-16,0.23981276573521695,12.902713302288378,-9.657030914612125e-16,0.3832688746861305,-2.856208420687232e-14,1.7287413837766863,2.2463467818067505e-16,-3.4182678403820867e-14,-0.9423114719828498,6.677279002610867e-15,3.430184566258946,-6.231042688635583e-15
1.05944,13.638033676468403,-1.4266300675373676e-16,0.24477879439748523,12.904511145067278,-9.328503226985572e-16,0.38546621235230377,-2.9144130913944183e-14,1.7166375137464236,2.8989974693605875e-16,-5.6220995516920587e-14,-0.931352619389034,2.477982604490098e-15,3.427591281176659,-6.1832646470075455e-15
1.07236,13.804771722842304,-1.5479853861889434e-16,0.24977307659248257,12.906331946867848,-9.457149815054022e-16,0.38764248656369465,-2.991706785565626e-14,1.7046728039549766,3.128161227771642e-16,-6.353476199738355e-14,-0.9207696393489018,1.1311090280775654e-16,3.4250379298841165,-6.307736524171753e-15
1.08528,13.971533440456742,-1.6557499322959604e-16,0.25479534342260257,12.908175423788322,-7.224668467765934e-16,0.3897981992133956,-3.046080167055104e-14,1.6928424805270101,2.984299286480545e-16,-2.056873335134091e-14,-0.9105497767449663,-3.304072196373541e-15,3.4225219964106928,-5.331642406913376e-15
1.0981999999999998,14.138319120500059,-1.7593285035039563e-16,0.2598453324829073,12.910041301183302,-8.809166084555407e-16,0.39193385346535353,-3.091745956598549e-14,1.681141936640042,2.6220976768217714e-16,-4.9957590346549424e-14,-0.9006799271200805,-3.270320643417349e-15,3.4200411367047105,-6.024993928415405e-15
1.1111199999999999,14.305129050669642,-1.8702793723559414e-16,0.2649227878480596,12.91192931330324,-8.365891013275107e-16,0.3940499491898019,-3.181086123656509e-14,1.6695667364672409,1.8477443852168268e-16,-8.798887222588791e-14,-0.891146725016307,-9.692411111497522e-15,3.4175931622922198,-5.801921931727568e-15
1.12404,14.471963515284274,-1.9865464971184633e-16,0.270027460021682,12.913839202893865,-9.632115915907852e-16,0.3961469817114962,-3.2712158943352494e-14,1.6581126180202497,1.0254913413434048e-16,-5.116151243462028e-14,-0.8819366259111242,-4.029230558744001e-15,3.4151760375481426,-6.3339805775071336e-15
